1,2,Ill250.alt_alnScore_mean,Ill250.alt_alnScore_std,Ill250.alt_count,Ill250.alt_insertSize_mean,Ill250.alt_insertSize_std,Ill250.alt_reason_alignmentScore,Ill250.alt_reason_insertSizeScore,Ill250.alt_reason_orientation,Ill250.amb_alnScore_mean,Ill250.amb_alnScore_std,Ill250.amb_count,Ill250.amb_insertSize_mean,Ill250.amb_insertSize_std,Ill250.amb_reason_alignmentScore_alignmentScore,Ill250.amb_reason_alignmentScore_orientation,Ill250.amb_reason_flanking,Ill250.amb_reason_insertSizeScore_alignmentScore,Ill250.amb_reason_multimapping,Ill250.amb_reason_orientation_alignmentScore,Ill250.amb_reason_orientation_orientation,Ill250.amb_reason_same_scores,Ill250.ref_alnScore_mean,Ill250.ref_alnScore_std,Ill250.ref_count,Ill250.ref_insertSize_mean,Ill250.ref_insertSize_std,Ill250.ref_reason_alignmentScore,Ill250.ref_reason_orientation,Ill300x.alt_alnScore_mean,Ill300x.alt_alnScore_std,Ill300x.alt_count,Ill300x.alt_insertSize_mean,Ill300x.alt_insertSize_std,Ill300x.alt_reason_alignmentScore,Ill300x.alt_reason_insertSizeScore,Ill300x.alt_reason_orientation,Ill300x.amb_alnScore_mean,Ill300x.amb_alnScore_std,Ill300x.amb_count,Ill300x.amb_insertSize_mean,Ill300x.amb_insertSize_std,Ill300x.amb_reason_alignmentScore_alignmentScore,Ill300x.amb_reason_alignmentScore_orientation,Ill300x.amb_reason_flanking,Ill300x.amb_reason_insertSizeScore_alignmentScore,Ill300x.amb_reason_insertSizeScore_insertSizeScore,Ill300x.amb_reason_multimapping,Ill300x.amb_reason_orientation_alignmentScore,Ill300x.amb_reason_orientation_orientation,Ill300x.amb_reason_same_scores,Ill300x.ref_alnScore_mean,Ill300x.ref_alnScore_std,Ill300x.ref_count,Ill300x.ref_insertSize_mean,Ill300x.ref_insertSize_std,Ill300x.ref_reason_alignmentScore,Ill300x.ref_reason_insertSizeScore,Ill300x.ref_reason_orientation,IllMP.alt_alnScore_mean,IllMP.alt_alnScore_std,IllMP.alt_count,IllMP.alt_insertSize_mean,IllMP.alt_insertSize_std,IllMP.alt_reason_alignmentScore,IllMP.alt_reason_insertSizeScore,IllMP.alt_reason_orientation,IllMP.amb_alnScore_mean,IllMP.amb_alnScore_std,IllMP.amb_count,IllMP.amb_insertSize_mean,IllMP.amb_insertSize_std,IllMP.amb_reason_alignmentScore_alignmentScore,IllMP.amb_reason_alignmentScore_orientation,IllMP.amb_reason_flanking,IllMP.amb_reason_insertSizeScore_insertSizeScore,IllMP.amb_reason_multimapping,IllMP.amb_reason_orientation_alignmentScore,IllMP.amb_reason_orientation_orientation,IllMP.amb_reason_same_scores,IllMP.ref_alnScore_mean,IllMP.ref_alnScore_std,IllMP.ref_count,IllMP.ref_insertSize_mean,IllMP.ref_insertSize_std,IllMP.ref_reason_alignmentScore,IllMP.ref_reason_insertSizeScore,IllMP.ref_reason_orientation,TenX.HP1_alt_alnScore_mean,TenX.HP1_alt_alnScore_std,TenX.HP1_alt_count,TenX.HP1_alt_insertSize_mean,TenX.HP1_alt_insertSize_std,TenX.HP1_alt_reason_alignmentScore,TenX.HP1_alt_reason_insertSizeScore,TenX.HP1_alt_reason_orientation,TenX.HP1_amb_alnScore_mean,TenX.HP1_amb_alnScore_std,TenX.HP1_amb_count,TenX.HP1_amb_insertSize_mean,TenX.HP1_amb_insertSize_std,TenX.HP1_amb_reason_alignmentScore_alignmentScore,TenX.HP1_amb_reason_alignmentScore_orientation,TenX.HP1_amb_reason_flanking,TenX.HP1_amb_reason_insertSizeScore_alignmentScore,TenX.HP1_amb_reason_multimapping,TenX.HP1_amb_reason_orientation_alignmentScore,TenX.HP1_amb_reason_orientation_orientation,TenX.HP1_amb_reason_same_scores,TenX.HP1_ref_alnScore_mean,TenX.HP1_ref_alnScore_std,TenX.HP1_ref_count,TenX.HP1_ref_insertSize_mean,TenX.HP1_ref_insertSize_std,TenX.HP1_ref_reason_alignmentScore,TenX.HP1_ref_reason_orientation,TenX.HP2_alt_alnScore_mean,TenX.HP2_alt_alnScore_std,TenX.HP2_alt_count,TenX.HP2_alt_insertSize_mean,TenX.HP2_alt_insertSize_std,TenX.HP2_alt_reason_alignmentScore,TenX.HP2_alt_reason_insertSizeScore,TenX.HP2_alt_reason_orientation,TenX.HP2_amb_alnScore_mean,TenX.HP2_amb_alnScore_std,TenX.HP2_amb_count,TenX.HP2_amb_insertSize_mean,TenX.HP2_amb_insertSize_std,TenX.HP2_amb_reason_alignmentScore_alignmentScore,TenX.HP2_amb_reason_alignmentScore_orientation,TenX.HP2_amb_reason_flanking,TenX.HP2_amb_reason_insertSizeScore_alignmentScore,TenX.HP2_amb_reason_multimapping,TenX.HP2_amb_reason_orientation_alignmentScore,TenX.HP2_amb_reason_orientation_orientation,TenX.HP2_amb_reason_same_scores,TenX.HP2_ref_alnScore_mean,TenX.HP2_ref_alnScore_std,TenX.HP2_ref_count,TenX.HP2_ref_insertSize_mean,TenX.HP2_ref_insertSize_std,TenX.HP2_ref_reason_alignmentScore,TenX.HP2_ref_reason_orientation,pacbio.alt_alnScore_mean,pacbio.alt_alnScore_std,pacbio.alt_count,pacbio.alt_insertSize_mean,pacbio.alt_insertSize_std,pacbio.alt_reason_alignmentScore,pacbio.amb_alnScore_mean,pacbio.amb_alnScore_std,pacbio.amb_count,pacbio.amb_insertSize_mean,pacbio.amb_insertSize_std,pacbio.amb_reason_alignmentScore_alignmentScore,pacbio.amb_reason_flanking,pacbio.amb_reason_multimapping,pacbio.amb_reason_same_scores,pacbio.ref_alnScore_mean,pacbio.ref_alnScore_std,pacbio.ref_count,pacbio.ref_insertSize_mean,pacbio.ref_insertSize_std,pacbio.ref_reason_alignmentScore,refN_cnt,refN_pct,segdup_cnt,segdup_pct,tandemrep_cnt,tandemrep_pct
0.1,0.9,0,0,0,0,0,0,0,0,801.3423913,108.1771753,184,403.4565217,159.1488169,77,0,36,0,65,0,6,0,898.3333333,12.28368385,3,388.3333333,75.70703769,3,0,555.7,25.06810723,10,1327.4,182.3706117,0,10,0,530.6735516,80.81025592,1985,687.6292191,389.8596306,253,0,811,0,0,857,0,3,61,569.25,20.24691335,8,645.875,185.4369418,8,0,0,0,0,0,0,0,0,0,0,358.5913621,94.62159709,1204,6522.081395,3577.454926,184,0,535,0,320,0,25,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481.1860465,63.29490071,43,356.744186,224.0505646,7,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484.0444444,50.73677411,45,349.5555556,134.0569623,11,0,14,0,19,0,1,0,0,0,0,0,0,0,0,18595.5,7749.556566,14,11976.07143,4899.822584,14,9871.740642,5972.446812,374,7494.893048,4439.690788,175,185,4,10,16761.57143,4382.127691,7,10758.28571,2829.367154,7,0,0,1,1,0,0
0.2,0.8,0,0,0,0,0,0,0,0,710.6666667,130.946824,33,542.2424242,379.5042245,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,488.6307364,71.71193884,937,693.3084312,407.2120819,96,0,76,0,0,758,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.9725146,98.55095072,1710,6703.154971,3661.924026,359,0,505,0,548,0,25,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.49,68.3664384,100,462.26,320.0555146,8,0,3,0,85,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.9345794,57.87502989,107,474.8598131,335.9383413,8,0,1,0,95,0,3,0,0,0,0,0,0,0,0,19097.89474,5791.160168,19,12937.73684,3705.957847,19,10790.32979,6621.699474,376,7680.039894,4556.023804,142,219,0,15,15145.85714,2261.125474,7,10068.28571,1911.614853,7,0,0,1,1,0,0
0.1,0.9,970.6595745,27.15540509,47,407,80.26525175,47,0,0,892.2780749,100.3478853,187,476.2941176,267.4965223,38,0,101,0,44,0,3,1,976.6666667,14.81740718,3,481.6666667,154.1954027,3,0,578.5967742,13.42176816,124,564.266129,197.0246877,124,0,0,534.7601311,49.80372054,3356,662.6519666,391.8435643,474,0,1425,0,0,1298,0,5,154,585.4,12.73342059,40,616.625,194.9958573,40,0,0,490,2,2,5810,120,2,0,0,340.7931437,80.39195751,2567,3858.216985,2883.87346,449,0,391,0,1675,0,35,17,380,120,2,4236,2429,2,0,0,532.9444444,18.22535542,18,337.6111111,75.29950486,18,0,0,389.796371,135.4147633,496,249.921371,152.4427969,79,2,180,0,21,0,209,5,533.375,18.6342259,8,263,47.02393008,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16469.6,5596.973454,10,11528.8,4153.750252,10,11487.28302,6203.416596,318,8717.827044,4920.323046,126,155,28,9,15607,6400.512987,4,10357.25,4167.296988,4,0,0,1,1,0,0
0,1,920,34.13837388,7,426.5714286,98.62896871,7,0,0,840.1882353,157.9292093,170,422.7588235,245.0361931,71,0,81,0,14,0,4,0,946.3571429,35.91578869,14,444.5,66.75514961,14,0,572.9166667,8.528953954,12,681.3333333,215.5041892,11,1,0,533.6417143,89.35175545,1750,598.816,292.0891183,322,0,1047,0,0,240,0,1,140,576.2459016,17.43198091,122,587.8114754,168.2997098,122,0,0,0,0,0,0,0,0,0,0,355.540404,97.25559699,1584,6635.087121,3439.280953,323,0,580,0,290,0,35,356,442.3,55.73158889,10,6833.9,936.9986606,10,0,0,498,2,2,265.5,28.5,1,0,1,491.6587302,82.87504102,126,324.8095238,137.7691141,29,0,64,0,27,0,5,1,525.4545455,21.51685866,11,388.7272727,198.8576882,11,0,0,0,0,0,0,0,0,0,510.2191781,63.84146601,146,348.9452055,175.6840946,23,0,99,0,18,0,4,2,532,23.89909343,12,380.8333333,152.3859318,12,0,16231.92308,5358.262282,13,10234.61538,2949.961657,13,10998.77475,6815.766878,404,7807.096535,4567.987449,172,222,0,10,15849.52,5760.051633,25,9905.44,3283.438272,25,0,0,0,0,0,0
0,1,922,0,1,356,0,1,0,0,846.2830189,156.8917478,159,421.7672956,210.3766372,71,0,77,0,3,0,8,0,939.6666667,33.32999983,3,483.3333333,27.13341523,3,0,573.25,14.87657555,16,560.4375,128.5666018,16,0,0,522.0888758,93.84554446,1699,623.725721,352.6458941,505,0,1025,0,0,104,0,3,62,575.0186335,18.12087505,161,585.689441,152.0815504,161,0,0,0,0,0,0,0,0,0,0,357.8094075,94.1918542,1637,6722.672572,3551.663286,331,0,631,0,301,0,47,327,443.1428571,58.59163415,7,6859.714286,757.239859,7,0,0,0,0,0,0,0,0,0,0,481.4157303,89.42472938,89,383.4044944,271.4584297,31,0,48,0,3,0,5,2,525.3846154,19.12524896,13,397.1538462,70.35060128,13,0,521,0,1,381,0,1,0,0,476.6017699,94.74245853,113,340.7079646,187.8562189,35,0,63,0,7,0,8,0,534.6666667,14.61354014,3,372.6666667,74.7454941,3,0,16742.55556,6127.42714,18,10378.27778,3636.524513,18,10331.97739,6522.349993,398,7297.532663,4400.816473,164,222,0,12,13377.67857,5697.567909,28,8426.785714,3517.463964,28,0,0,0,0,0,0
0,1,944,32.61901286,3,500.3333333,66.97926711,3,0,0,872.5680751,142.9602568,213,417.399061,212.0621208,72,0,123,0,9,0,9,0,903.5,37.84067476,6,468.8333333,84.10591867,6,0,566.8571429,10.68281091,7,608.2857143,106.3628752,7,0,0,522.5554286,98.91443957,1750,682.5988571,403.7209704,385,0,1045,0,0,171,0,1,148,572.432,16.21670053,125,612.52,145.407268,125,0,0,0,0,0,0,0,0,0,0,353.0541069,93.84624485,1534,6771.290743,3689.509715,289,0,569,0,318,0,41,317,453.3333333,69.20179831,6,6422.333333,721.8140727,6,0,0,0,0,0,0,0,0,0,0,497.368,71.91033706,125,350.2,176.702824,28,0,75,0,9,0,8,5,512.7333333,21.18636878,15,302.8,78.54866857,15,0,515,0,1,280,0,1,0,0,508.9107143,73.67769501,112,383.9642857,206.1083682,25,0,72,0,3,0,5,7,525.6363636,19.83693858,11,410.0909091,142.774746,11,0,15678.75758,5721.844236,33,10231.84848,3457.885026,33,10771.97494,6824.401987,439,7727.154897,4903.563353,188,240,2,9,15735.125,5476.867484,24,9887.291667,3292.385299,24,0,0,0,0,0,0
0,1,961.5,12.35920709,4,379,36.09016487,4,0,0,909.3417085,130.2094325,199,408.7939698,161.795276,43,0,130,0,9,0,10,7,989.68,16.5836546,25,435.44,117.2621269,25,0,573.1724138,14.39365034,29,608.6896552,194.4910429,28,1,0,535.2691784,91.17622314,2203,630.6277803,307.7388276,412,0,1340,0,0,155,0,5,291,590.0872093,5.238326923,172,576.7034884,146.8220303,172,0,0,306.5,60.5,2,6053,142,2,0,0,369.5668258,93.72287361,1676,6826.083532,3176.280002,224,0,701,0,281,2,36,432,393.3333333,68.82506004,9,7118.111111,745.7100188,9,0,0,0,0,0,0,0,0,0,0,514.6928105,67.6700261,153,330.2026144,128.1974763,27,0,110,0,3,0,8,5,547.7586207,15.50006712,29,360.6896552,90.07663536,29,0,525.6,18.55370583,5,298.4,83.81551169,5,0,0,510.9130435,68.49566032,184,347.7826087,148.3659786,41,0,131,0,3,0,3,6,0,0,0,0,0,0,0,17614.73333,6035.159213,15,11367.6,3631.892891,15,10598.73227,6444.022193,437,7543.437071,4599.268184,174,258,2,3,17648.45161,7042.201978,31,11315.16129,4416.26916,31,0,0,0,0,0,0
0,1,975.25,9.807522623,4,467.75,59.31431109,4,0,0,842.0113636,176.6230896,88,406.5795455,168.6885054,32,0,48,0,5,0,2,1,950.6,32.80609699,5,358.4,37.8343759,5,0,0,0,0,0,0,0,0,0,523.3521924,95.41728724,1414,676.9752475,378.8195655,306,0,718,0,0,193,0,2,195,589.2173913,5.332072945,23,583.6086957,166.8247555,23,0,0,0,0,0,0,0,0,0,0,363.9496528,89.76588512,1152,6709.472222,3454.528572,180,0,484,0,282,0,28,178,388,112,2,7803.5,991.5,2,0,0,0,0,0,0,0,0,0,0,485.0196078,102.568292,51,317.2352941,114.5140779,7,0,31,0,6,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.2857143,56.94760292,63,329.4603175,93.22405599,6,0,50,0,4,0,3,0,525.5,20.5,2,278,42,2,0,17311,6530.314183,21,10725.61905,4030.042614,21,11581.70893,6921.694374,347,8318.074928,4895.858105,144,188,3,12,16008.75,5997.758333,12,10026.91667,3603.937348,12,0,0,0,0,0,0
0.4,0.6,0,0,0,0,0,0,0,0,803.2991453,149.3132579,117,413.4188034,126.8950868,52,0,46,0,17,0,2,0,880,0,1,384,0,1,0,0,0,0,0,0,0,0,0,526.4929266,67.62917491,2262,584.1578249,283.8839197,250,0,681,0,0,1316,0,11,4,571.875,17.47453504,8,699.25,131.5073667,8,0,0,0,0,0,0,0,0,0,0,360.6234491,96.38077926,1612,6849.103598,3522.073775,265,0,342,0,504,0,27,474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.4395604,69.18492639,91,434.5384615,258.8667742,15,0,31,0,43,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.9213483,79.70200464,89,391.0674157,188.2619379,17,0,20,0,52,0,0,0,0,0,0,0,0,0,0,16037.96,6670.658315,25,10430.52,4333.239307,25,10575.66418,6367.961952,402,7874.58209,4784.667102,188,204,0,10,17270,2249.68457,3,12393.66667,2448.160715,3,0,0,1,1,0,0
0,1,897.8333333,28.75809065,18,440.7777778,77.08188687,18,0,0,893.1907514,158.8902756,173,440.0057803,250.3971989,39,0,123,0,5,0,5,1,982.8571429,18.31610198,28,390.7142857,96.89974832,28,0,584,0,1,1202,0,0,1,0,538.3804348,85.91836166,2208,637.6182065,277.2494733,423,0,1295,0,0,190,0,1,299,587.375,6.80785392,160,568,123.2521298,160,0,0,0,0,0,0,0,0,0,0,358.4314069,96.92343916,1713,6804.575598,3517.14044,261,0,663,0,339,1,29,420,413.5555556,60.64672037,9,6275.666667,1200.421593,9,0,0,0,0,0,0,0,0,0,0,504.1073826,75.62492584,149,324.0402685,140.2023887,35,0,92,0,6,1,5,10,546.8846154,13.89334905,26,325.5769231,66.60975505,26,0,0,0,0,0,0,0,0,0,505.5179487,66.00740779,195,353.7846154,142.4404321,53,0,124,0,6,0,2,10,0,0,0,0,0,0,0,17562.02857,4470.652471,35,10942.71429,2717.032242,35,11088.50957,7358.032942,418,7760.473684,4952.362225,146,256,1,15,17786.15789,5961.729352,19,10948.63158,3764.973967,19,0,0,0,0,0,0
0,1,959.3214286,21.01369209,28,461.0714286,98.09795708,28,0,0,888.4502618,141.6495801,191,405.7015707,193.9297923,53,0,123,0,6,0,7,2,968.516129,20.13482133,31,475.3548387,94.37897127,31,0,574.75,22.06666037,8,1032.375,297.0067076,3,5,0,533.7966448,91.79206009,2444,669.346563,380.8947137,508,0,1398,0,0,228,0,7,303,587.456446,4.967912922,287,625.8606272,162.5461224,287,0,0,0,0,0,0,0,0,0,0,354.0620239,95.3497055,1838,7231.564744,3619.433997,398,0,750,0,380,0,33,277,436.5,65.7126682,42,6535.071429,1043.144523,42,0,0,0,0,0,0,0,0,0,0,503.1384615,72.43700222,130,359.2384615,151.9184399,20,0,82,0,21,0,4,3,528.4736842,21.67795004,19,398.6842105,121.3026023,19,0,526,10,2,451,107,2,0,0,506.5864662,61.76296282,133,339.7593985,148.9019029,31,0,82,0,12,0,4,4,527.6086957,18.72161998,23,344.8695652,99.55523018,23,0,17404.925,5980.531884,40,10941.4,3627.049874,40,10590.33406,6791.809336,461,7631.947939,4711.27473,193,253,1,14,10557.5,5879.68207,4,6656,3371.108497,4,0,0,0,0,0,0
0.1,0.9,0,0,0,0,0,0,0,0,881.3085106,76.92522296,94,474.7340426,302.9410509,20,0,48,0,21,0,4,1,0,0,0,0,0,0,0,552.75,7.529110173,4,727,254.213493,0,1,3,562.7761557,22.32888831,1233,854.2246553,443.5287358,14,0,523,0,0,534,0,1,161,570.6666667,3.771236166,3,346,103.8460399,3,0,0,0,0,0,0,0,0,0,0,394.1263736,84.51169024,364,6493.299451,2841.787942,27,0,152,0,91,0,1,93,0,0,0,0,0,0,0,0,494,0,1,1531,0,0,1,0,457.462585,88.11713541,147,360.2993197,276.5251441,35,0,53,0,36,0,19,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,473.0326087,56.53518548,92,444.9565217,334.0307169,24,0,25,0,39,0,2,2,0,0,0,0,0,0,0,16538.90909,7565.503161,22,11861.86364,5917.057533,22,13364.85792,6823.802114,183,9866.901639,4976.905304,98,78,1,6,19574.58824,5820.283913,17,13122.70588,3531.348197,17,0,0,1,1,0,0
0.2,0.8,0,0,0,0,0,0,0,0,788.3892617,107.4765285,149,431.8657718,207.8652977,58,0,27,0,62,0,2,0,0,0,0,0,0,0,0,573,0,1,1201,0,0,1,0,528.6212534,71.38576084,1835,624.7286104,349.8495736,221,0,437,0,0,1127,0,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369.0361371,90.57770937,1605,6762.259813,3066.575375,278,0,518,0,405,0,28,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.2283951,120.736233,162,263.7098765,246.0785201,12,0,15,0,82,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385.0045455,122.2248858,220,273.5772727,240.597133,17,0,24,0,133,0,46,0,0,0,0,0,0,0,0,12192.33333,9867.876041,3,7423,5671.036061,3,9870.275184,6016.317339,407,7365.835381,4425.117099,183,216,1,7,14174.07143,5741.693565,28,8891.964286,3473.344061,28,0,0,1,1,0,0
0,1,0,0,0,0,0,0,0,0,818.7777778,151.2104606,144,485.2916667,300.7817794,27,0,49,0,65,0,3,0,967.4736842,30.39281151,19,391,78.54733739,19,0,553.2,16.52150114,5,927.6,212.8902064,0,5,0,507.2177734,86.71201233,2048,644.5458984,402.3663972,309,0,610,0,0,1126,0,3,0,574.7272727,20.25784207,99,675.1313131,359.7403847,98,0,1,0,0,0,0,0,0,0,0,357.530828,93.54653849,1703,7039.425132,3874.505568,318,0,626,0,409,0,34,316,402.8888889,67.57455873,18,6749.277778,1055.832731,18,0,0,0,0,0,0,0,0,0,0,469.7070707,87.30490545,99,425.7373737,287.8925721,15,0,37,0,42,2,3,0,536.25,16.68394937,12,405.9166667,106.6446266,12,0,0,0,0,0,0,0,0,0,481.5247525,66.62865825,101,408.3366337,266.2256646,15,0,32,0,53,0,1,0,531.6,14.42359179,10,307.3,87.11262825,10,0,16454.61111,8086.933282,18,10792.22222,5244.194055,18,11221.9407,6539.634707,489,8095.302658,4892.950279,197,274,1,17,17004.14583,5553.35273,48,10683.66667,3342.021565,48,0,0,1,1,0,0
0.3,0.7,917.4615385,26.01660826,13,487.5384615,152.2561684,13,0,0,863.4576271,148.517722,177,431.6610169,210.1520254,61,0,92,0,14,0,6,4,0,0,0,0,0,0,0,549.5205479,11.40428853,73,644.1506849,161.3399093,70,3,0,539.1447293,78.47693779,1755,623.5908832,315.9332959,285,0,995,0,0,199,0,2,274,0,0,0,0,0,0,0,0,415,44,2,5797,1201,2,0,0,368.4478571,91.90857334,1400,6669.217143,2930.64544,188,0,658,0,166,0,27,361,0,0,0,0,0,0,0,0,508,11.53256259,4,337.5,84.33712113,4,0,0,497.4700855,60.33971813,117,354.8034188,148.490193,32,0,70,0,10,0,3,2,0,0,0,0,0,0,0,494.5,20.5,2,419.5,45.5,2,0,0,496.0744681,82.91436743,94,366.6276596,157.5816562,21,0,54,0,8,0,2,9,0,0,0,0,0,0,0,15842.6,7403.605034,30,10191.76667,4475.513525,30,10168.89277,6792.512651,429,7400.522145,4844.519536,193,222,4,10,18426.94118,4035.787327,17,11398.64706,2435.337323,17,0,0,0,0,0,0
0.3,0.7,0,0,0,0,0,0,0,0,814.0263158,171.1544373,76,549.4605263,420.9626012,28,0,34,0,13,0,1,0,933,0,1,366,0,1,0,569.7,11.09098733,10,929.1,184.9467221,8,2,0,507.6478571,106.8230961,1400,637.5964286,395.4595256,384,0,803,0,0,186,0,6,21,573.0526316,10.50049465,57,786.877193,117.7676973,57,0,0,316,64.14566756,3,7528.333333,518.3527328,3,0,0,352.3866584,95.97535441,1619,5892.615195,3327.108209,427,0,584,0,329,1,33,245,431,38.25898587,8,7159.625,1103.629346,8,0,0,0,0,0,0,0,0,0,0,507,67.35478206,12,305.1666667,51.048724,2,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.7619048,94.47494239,21,424.8095238,368.2674519,6,0,14,0,1,0,0,0,0,0,0,0,0,0,0,16650.28205,7904.375208,39,10495.89744,4753.509089,39,10942.75689,6184.641272,399,7805.120301,4116.805038,158,229,0,12,16495.36364,7359.822395,11,10458,4593.51351,11,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,0,856.0672269,175.2165398,119,413.6302521,141.8636975,35,0,68,0,13,0,3,0,963.7,15.89370945,10,365.7,74.89198889,10,0,585.512605,13.57448518,119,1407.436975,147.0151561,0,119,0,507.2027455,103.2680106,947,634.3558606,318.2804397,250,0,549,0,0,147,0,1,0,568.5245902,18.8728329,61,668.5901639,282.152463,61,0,0,0,0,0,0,0,0,0,0,352.5538881,95.1419068,1466,7155.29809,3612.516761,315,0,469,0,296,0,21,365,370.4,44.66139272,5,7369.4,663.2958917,5,0,0,0,0,0,0,0,0,0,0,456.575,109.2135265,40,526.35,396.1014737,15,0,19,0,3,0,3,0,550,0,1,306,0,1,0,0,0,0,0,0,0,0,0,485.4385965,94.05000864,57,415.8070175,317.5850453,17,0,35,0,5,0,0,0,537.4,18.8637218,5,413,199.5845685,5,0,15276.36667,4820.199785,30,11095.03333,3283.965484,30,11102.61045,6781.638006,421,8020.745843,4730.933871,179,225,1,16,15167.2,7252.970989,5,9601.6,4316.162073,5,0,0,0,0,0,0
0,1,962.0588235,18.85695562,17,426.5882353,81.43641245,17,0,0,896.9526627,145.5171073,169,420.2366864,203.9893914,45,0,111,0,4,0,7,2,962,31.99218655,36,408.2222222,82.08671266,36,0,578.3333333,7.40870359,9,711,257.5724278,7,2,0,538.1805869,88.38100305,2215,538.0162528,188.5995667,417,0,1466,0,0,130,0,4,198,583.4662577,9.456356888,489,561.6319018,156.6369968,489,0,0,0,0,0,0,0,0,0,0,359.2191045,94.05842131,1675,6700.124179,3222.75483,297,0,739,0,350,0,26,263,411.6153846,64.45993205,52,6438.903846,866.0321601,52,0,0,541,0,1,296,0,1,0,0,509.6144578,68.48882264,166,352.873494,174.3413827,38,0,111,0,6,0,4,7,525.3846154,23.14349372,13,305.0769231,83.30985863,13,0,0,0,0,0,0,0,0,0,511.0737705,65.77746488,122,320.3606557,107.771013,21,0,84,0,7,0,10,0,520.7368421,25.48651265,19,303.3684211,108.6647236,19,0,15511.125,6079.620197,32,9690.5625,3754.314859,32,10024.67464,6265.720923,418,7058.270335,4145.567107,179,224,1,14,18184.81818,5609.880242,11,11733.18182,3413.225556,11,0,0,0,0,0,0
0,1,960.2857143,14.88733197,14,430.9285714,72.78683582,14,0,0,900.6097561,142.1374512,164,401.3963415,141.5461064,38,0,112,0,6,0,7,1,961.25,29.6628977,40,419.5,84.10826357,40,0,592,0,2,1165.5,3.5,0,2,0,536.2257053,90.01491702,2233,540.0461263,191.8234072,422,0,1452,0,0,164,0,4,191,581.0189474,9.338863841,475,564.4568421,148.9765214,475,0,0,0,0,0,0,0,0,0,0,359.0568384,93.81594083,1689,6695.465956,3199.820923,300,0,739,0,360,0,26,264,431.65,53.72129466,40,6485.775,922.4057537,40,0,0,0,0,0,0,0,0,0,0,508.8424242,68.78952982,165,353.3030303,175.1305807,36,0,111,0,7,0,4,7,526.4705882,19.4939437,17,302.2941176,64.28865485,17,0,0,0,0,0,0,0,0,0,508.184,70.50848278,125,325.64,126.2928913,19,0,85,0,11,0,10,0,521.2777778,25.92897469,18,314.3333333,122.497619,18,0,15875.16129,5818.730352,31,9928.290323,3588.234701,31,10011.54654,6264.999653,419,7049.980907,4144.961653,180,223,1,15,17015.08333,6625.652351,12,10974.66667,4124.0834,12,0,0,0,0,0,0
0.5,0.5,911.75,10.26827639,8,401.75,58.59980802,8,0,0,810.9340659,163.8749726,182,486.9010989,296.3098896,67,0,64,0,45,0,5,1,0,0,0,0,0,0,0,578.4090909,10.88434694,44,704.7954545,344.5418288,32,12,0,541.5173745,78.50337946,2072,653.7755792,295.4498947,233,0,996,0,0,600,0,2,241,580.2105263,9.434421564,38,673.0263158,198.1928204,38,0,0,0,0,0,0,0,0,0,0,359.6284247,93.51846784,1752,6845.284247,3625.598706,339,0,691,0,356,0,34,332,480,0,1,5883,0,1,0,0,535.5,7.123903424,4,275.5,49.09429702,4,0,0,502.8828829,64.82154835,111,363.2252252,143.4001951,20,0,64,0,21,0,4,2,513.3333333,11.81336343,3,307.3333333,26.71246068,3,0,0,0,0,0,0,0,0,0,496.4857143,61.54295663,140,413.2,223.7690838,16,0,58,0,60,0,4,2,502,0,1,352,0,1,0,11523.5,6959.660095,46,7229.565217,4424.790934,46,10669.41784,6739.207034,426,7597.607981,4814.60489,161,246,2,17,17201.5,198.5,2,10992,134,2,0,0,1,1,0,0
