Ill250.alt_alnScore_mean,Ill250.alt_alnScore_std,Ill250.alt_count,Ill250.alt_insertSize_mean,Ill250.alt_insertSize_std,Ill250.alt_reason_alignmentScore,Ill250.alt_reason_insertSizeScore,Ill250.alt_reason_orientation,Ill250.amb_alnScore_mean,Ill250.amb_alnScore_std,Ill250.amb_count,Ill250.amb_insertSize_mean,Ill250.amb_insertSize_std,Ill250.amb_reason_alignmentScore_alignmentScore,Ill250.amb_reason_alignmentScore_orientation,Ill250.amb_reason_flanking,Ill250.amb_reason_insertSizeScore_alignmentScore,Ill250.amb_reason_insertSizeScore_insertSizeScore,Ill250.amb_reason_multimapping,Ill250.amb_reason_orientation_alignmentScore,Ill250.amb_reason_orientation_orientation,Ill250.amb_reason_same_scores,Ill250.ref_alnScore_mean,Ill250.ref_alnScore_std,Ill250.ref_count,Ill250.ref_insertSize_mean,Ill250.ref_insertSize_std,Ill250.ref_reason_alignmentScore,Ill250.ref_reason_orientation,Ill300x.alt_alnScore_mean,Ill300x.alt_alnScore_std,Ill300x.alt_count,Ill300x.alt_insertSize_mean,Ill300x.alt_insertSize_std,Ill300x.alt_reason_alignmentScore,Ill300x.alt_reason_insertSizeScore,Ill300x.alt_reason_orientation,Ill300x.amb_alnScore_mean,Ill300x.amb_alnScore_std,Ill300x.amb_count,Ill300x.amb_insertSize_mean,Ill300x.amb_insertSize_std,Ill300x.amb_reason_alignmentScore_alignmentScore,Ill300x.amb_reason_alignmentScore_orientation,Ill300x.amb_reason_flanking,Ill300x.amb_reason_insertSizeScore_alignmentScore,Ill300x.amb_reason_insertSizeScore_insertSizeScore,Ill300x.amb_reason_multimapping,Ill300x.amb_reason_orientation_alignmentScore,Ill300x.amb_reason_orientation_orientation,Ill300x.amb_reason_same_scores,Ill300x.ref_alnScore_mean,Ill300x.ref_alnScore_std,Ill300x.ref_count,Ill300x.ref_insertSize_mean,Ill300x.ref_insertSize_std,Ill300x.ref_reason_alignmentScore,Ill300x.ref_reason_insertSizeScore,Ill300x.ref_reason_orientation,IllMP.alt_alnScore_mean,IllMP.alt_alnScore_std,IllMP.alt_count,IllMP.alt_insertSize_mean,IllMP.alt_insertSize_std,IllMP.alt_reason_alignmentScore,IllMP.alt_reason_insertSizeScore,IllMP.alt_reason_orientation,IllMP.amb_alnScore_mean,IllMP.amb_alnScore_std,IllMP.amb_count,IllMP.amb_insertSize_mean,IllMP.amb_insertSize_std,IllMP.amb_reason_alignmentScore_alignmentScore,IllMP.amb_reason_alignmentScore_orientation,IllMP.amb_reason_flanking,IllMP.amb_reason_insertSizeScore_insertSizeScore,IllMP.amb_reason_multimapping,IllMP.amb_reason_orientation_alignmentScore,IllMP.amb_reason_orientation_orientation,IllMP.amb_reason_same_scores,IllMP.ref_alnScore_mean,IllMP.ref_alnScore_std,IllMP.ref_count,IllMP.ref_insertSize_mean,IllMP.ref_insertSize_std,IllMP.ref_reason_alignmentScore,IllMP.ref_reason_insertSizeScore,IllMP.ref_reason_orientation,Svsize,TenX.HP1_alt_alnScore_mean,TenX.HP1_alt_alnScore_std,TenX.HP1_alt_count,TenX.HP1_alt_insertSize_mean,TenX.HP1_alt_insertSize_std,TenX.HP1_alt_reason_alignmentScore,TenX.HP1_alt_reason_insertSizeScore,TenX.HP1_alt_reason_orientation,TenX.HP1_amb_alnScore_mean,TenX.HP1_amb_alnScore_std,TenX.HP1_amb_count,TenX.HP1_amb_insertSize_mean,TenX.HP1_amb_insertSize_std,TenX.HP1_amb_reason_alignmentScore_alignmentScore,TenX.HP1_amb_reason_alignmentScore_orientation,TenX.HP1_amb_reason_flanking,TenX.HP1_amb_reason_insertSizeScore_alignmentScore,TenX.HP1_amb_reason_multimapping,TenX.HP1_amb_reason_orientation_alignmentScore,TenX.HP1_amb_reason_orientation_orientation,TenX.HP1_amb_reason_same_scores,TenX.HP1_ref_alnScore_mean,TenX.HP1_ref_alnScore_std,TenX.HP1_ref_count,TenX.HP1_ref_insertSize_mean,TenX.HP1_ref_insertSize_std,TenX.HP1_ref_reason_alignmentScore,TenX.HP1_ref_reason_orientation,TenX.HP2_alt_alnScore_mean,TenX.HP2_alt_alnScore_std,TenX.HP2_alt_count,TenX.HP2_alt_insertSize_mean,TenX.HP2_alt_insertSize_std,TenX.HP2_alt_reason_alignmentScore,TenX.HP2_alt_reason_insertSizeScore,TenX.HP2_alt_reason_orientation,TenX.HP2_amb_alnScore_mean,TenX.HP2_amb_alnScore_std,TenX.HP2_amb_count,TenX.HP2_amb_insertSize_mean,TenX.HP2_amb_insertSize_std,TenX.HP2_amb_reason_alignmentScore_alignmentScore,TenX.HP2_amb_reason_alignmentScore_orientation,TenX.HP2_amb_reason_flanking,TenX.HP2_amb_reason_insertSizeScore_alignmentScore,TenX.HP2_amb_reason_multimapping,TenX.HP2_amb_reason_orientation_alignmentScore,TenX.HP2_amb_reason_orientation_orientation,TenX.HP2_amb_reason_same_scores,TenX.HP2_ref_alnScore_mean,TenX.HP2_ref_alnScore_std,TenX.HP2_ref_count,TenX.HP2_ref_insertSize_mean,TenX.HP2_ref_insertSize_std,TenX.HP2_ref_reason_alignmentScore,TenX.HP2_ref_reason_orientation,pacbio.alt_alnScore_mean,pacbio.alt_alnScore_std,pacbio.alt_count,pacbio.alt_insertSize_mean,pacbio.alt_insertSize_std,pacbio.alt_reason_alignmentScore,pacbio.amb_alnScore_mean,pacbio.amb_alnScore_std,pacbio.amb_count,pacbio.amb_insertSize_mean,pacbio.amb_insertSize_std,pacbio.amb_reason_alignmentScore_alignmentScore,pacbio.amb_reason_flanking,pacbio.amb_reason_multimapping,pacbio.amb_reason_same_scores,pacbio.ref_alnScore_mean,pacbio.ref_alnScore_std,pacbio.ref_count,pacbio.ref_insertSize_mean,pacbio.ref_insertSize_std,pacbio.ref_reason_alignmentScore,size,model_label,CrowdVar_0,CrowdVar_1,CrowdVar_2,Label
986.5454545,17.29089953,22,434.6363636,97.91115892,22,0,0,898.0828729,147.0426284,181,404.718232,200.5283715,48,0,120,0,0,7,0,6,0,973.5,36.91544392,20,437.55,121.5287929,20,0,586.6748768,9.091906722,203,626.9162562,152.8265635,118,85,0,531.0636685,94.50648915,1979,632.0667004,383.8234835,374,0,1351,0,0,219,0,1,34,579.1519608,19.0178308,204,600.5245098,150.5082057,204,0,0,436,56,2,7562,117,2,0,0,355.032,94.95463641,1750,6729.86,3416.744712,365,0,668,0,293,3,39,382,405.25,74.35010087,8,7217.375,766.379465,8,0,0,325,544.1111111,14.7681673,18,347,71.40339239,15,3,0,498.1578947,83.86863987,76,420.8026316,319.0026406,20,0,52,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.5714286,89.70924146,161,319.7453416,144.9816557,35,0,102,0,2,1,21,0,547,12.05641501,28,356,92.56619253,28,0,14101.25,5726.384623,12,8779,3508.927828,12,10575.97531,6898.649193,405,7525.237037,4798.663109,155,239,1,10,13036.75,6641.996551,20,8135.95,4042.327108,20,325,1,0,1,0,1
992.6538462,7.010663898,26,430.2307692,64.8912153,26,0,0,882.2333333,122.7483288,150,427.4933333,185.8809564,56,0,80,0,0,9,0,5,0,979.173913,30.95530042,23,396.173913,68.15433392,23,0,586.2487562,10.76745654,201,627.0099502,152.5863263,129,72,0,531.5972093,87.7795049,2150,634.5669767,414.5837486,476,0,1348,0,0,275,0,5,46,577.6697674,19.31423785,215,594.2139535,141.3608965,215,0,0,434,47.08856903,6,5688.333333,2001.880921,6,0,0,365.8748531,93.72352378,1702,6897.246769,3141.697771,264,0,675,0,315,0,31,417,413.5,78.56048625,8,7035.5,495.1345777,8,0,0,325,0,0,0,0,0,0,0,0,500.1068702,82.47389149,131,324.9236641,105.5810255,30,0,84,0,11,0,6,0,540.25,16.3101451,24,370.4166667,97.69933327,24,0,545.2173913,16.64189716,23,391.4782609,157.1620237,18,5,0,483.593985,86.12484709,133,358.8496241,212.2982544,42,1,76,0,8,0,6,0,0,0,0,0,0,0,0,13289.66667,7828.222971,9,8376.444444,4951.938837,9,10047.65385,6718.418281,364,7148.5,4557.028812,145,210,1,8,17381.92308,8308.738398,13,10813.46154,5303.917415,13,325,1,0,1,0,1
991.9444444,8.293050787,36,439.75,56.44681617,35,1,0,881.4678363,161.5755499,171,456.6783626,294.226683,49,0,107,0,0,11,0,4,0,961.6111111,43.69736693,18,444.4444444,90.21654334,18,0,590.0215517,5.497998163,232,647.7974138,157.6675009,129,102,1,539.6748555,80.96201305,2076,629.7095376,313.9920273,438,0,1378,0,0,201,0,6,53,576.4895397,19.43874876,239,569.6987448,153.9548963,239,0,0,482.8,30.4525861,5,6715,1208.636587,5,0,0,355.6706827,96.22607659,1743,7069.621343,3413.343028,341,0,629,0,321,1,30,421,405.6666667,102.408767,15,6333.933333,417.0230156,15,0,0,325,0,0,0,0,0,0,0,0,512.36,73.90401703,150,330.56,175.8074128,27,0,114,0,3,2,4,0,542.8684211,17.55468306,38,342.1578947,79.50389806,38,0,545.03125,17.67499005,32,366.0625,154.0638945,25,7,0,523.7394958,57.85732411,119,344.8487395,163.9311517,17,0,93,0,4,0,5,0,0,0,0,0,0,0,0,16065.11111,7143.676071,27,9875.407407,4192.518074,27,10638.4966,6819.855151,441,7711.453515,5342.767139,192,224,3,22,15197.92308,4641.640426,26,9468.230769,2843.48707,26,325,1,0,1,0,1
989.625,13.96815575,16,480.3125,104.7692218,15,1,0,880.388535,148.0154343,157,486.1783439,295.5180597,42,0,94,0,0,16,0,5,0,987.2631579,17.67794375,19,442.1578947,87.80916099,19,0,588.0414747,9.216451612,217,638.3824885,167.0320653,125,92,0,535.3391022,87.26226108,1849,651.6241211,349.8908242,333,0,1208,0,0,266,1,5,36,584.5925926,13.75336347,162,587.1604938,137.1110622,162,0,0,381.3333333,39.33898265,3,7287,978.1956178,3,0,0,364.7127139,96.39262042,1636,6744.169927,3154.196887,262,0,671,0,265,0,33,405,401.5,66.77387214,4,5058.5,2318.999407,4,0,0,325,551.5714286,9.076770081,14,322.6428571,94.52709902,12,2,0,518.4273504,65.95236772,117,396.4957265,260.6066435,15,0,90,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507.65,78.57574371,100,342.4,187.3131069,21,0,68,0,6,0,5,0,546.4814815,20.59372499,27,353.3333333,103.8282057,27,0,16641.68966,4850.027715,29,10692.82759,3222.953315,29,10385.00244,6463.412022,410,7771.558537,5184.578609,168,233,3,6,17364.27273,6855.076085,33,10761.9697,4136.039567,33,325,1,0,1,0,1
984.9333333,22.57717628,30,428.7666667,78.33546806,29,1,0,904.0282258,135.9652292,248,403.4274194,206.2720437,70,0,157,0,0,9,0,11,1,926.0588235,47.05124939,17,447.2941176,79.41978173,17,0,589.9054878,6.853446285,328,640.7682927,168.2440191,170,158,0,548.0072034,77.24091982,2360,662.7199153,374.7773892,495,0,1671,0,0,117,0,6,71,578.504644,18.0579342,323,591.4396285,144.1482249,323,0,0,378.6666667,47.50672467,6,6277.333333,495.2664827,6,0,0,364.5615879,95.68620194,1713,6894.650321,3514.650719,269,1,588,0,377,0,41,437,371.4736842,65.49919117,19,6718.473684,1123.619217,17,0,2,325,548.7428571,14.88689329,35,323.9428571,67.52944029,27,8,0,510.7053571,74.63262864,112,343.0535714,241.8124583,19,0,85,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.7677419,76.01500865,155,338.2,152.008251,37,0,111,0,4,2,1,0,536.25,19.62801387,28,366.8571429,126.7722126,28,0,16166.52174,5941.82762,23,10389.82609,3848.185181,23,10270.22951,6496.397394,427,7513.29274,4758.74755,181,229,3,14,14922.32143,6193.346943,28,9373.25,3773.432348,28,325,1,0,1,0,1
990.1290323,9.227385383,31,444.8709677,77.73766552,29,2,0,891.1643836,151.1681166,219,437.6073059,268.7248277,56,1,145,0,0,7,1,8,1,982,24.31196061,28,442.1071429,76.33681909,28,0,587.8591065,6.380065434,291,635.6426117,153.9054562,152,139,0,537.2480683,88.52158055,2459,637.8971126,425.6626683,472,0,1693,0,0,222,0,6,66,581.1066667,16.86461648,300,571.2,154.3341397,300,0,0,436.5714286,87.84866393,7,6283.571429,856.1186262,7,0,0,358.9865424,95.40626775,1932,7051.863354,3301.944448,509,0,652,0,260,1,36,474,402.1111111,75.70842379,18,6307.722222,1658.091869,18,0,0,324,544.2758621,19.01885916,29,405.6896552,172.9498838,19,10,0,510.951049,75.32088267,143,328.5174825,157.0295439,27,0,108,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502.3731343,86.95515556,201,349.0995025,205.1140201,46,0,139,0,10,1,5,0,535.5686275,21.68242706,51,357.4705882,121.0880984,51,0,16285.65,7000.747226,20,9998.1,4337.105381,20,11336.00225,6676.349121,444,8014.490991,4435.302621,165,261,6,12,14133.875,6242.906884,16,8801.3125,3755.461086,16,324,1,0,1,0,1
993.2,12.49639948,20,419,66.07344398,20,0,0,827.7596154,166.6597464,208,426.1682692,175.55663,89,1,79,0,0,29,1,9,0,979,31.64385143,15,405,87.90145998,15,0,586.0616114,8.512661062,211,620.4834123,146.2172423,109,102,0,523.1037489,93.84469192,2294,647.9411508,429.2524793,527,0,1386,0,0,321,0,4,56,577.2966507,20.62604008,209,588.5215311,156.7481775,209,0,0,438.8,45.19468995,5,6066.6,687.2768292,5,0,0,364.6970218,89.46922117,1746,6711.742841,3264.192475,270,0,550,0,378,0,40,508,429.2,54.19618683,15,7127.666667,970.8021197,10,0,5,324,525.4166667,30.70683511,12,359.0833333,87.77951387,9,3,0,496.3831776,78.13451675,107,331.2990654,172.822107,27,0,71,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.1359223,72.51649274,103,340.7087379,149.2626298,22,0,67,0,11,0,3,0,543.7368421,16.89858949,19,354.8947368,89.67302871,19,0,17158.44,5108.777028,25,10747.2,3269.258203,25,10139.94213,6452.888549,432,7557.490741,4806.54363,213,206,1,12,15835.28571,5772.326379,21,10207.52381,3690.637326,21,324,1,0,1,0,1
982.7058824,14.35583385,17,487.9411765,96.91201018,16,1,0,895.3038674,153.8163554,181,390.9392265,157.9740578,42,0,122,0,0,12,0,5,0,971.55,45.42848776,20,459.3,83.46681975,20,0,587.8321168,5.553415919,137,645.729927,145.1107055,51,86,0,531.4153409,89.89642837,1760,644.4659091,421.1182111,389,0,1198,0,0,133,0,0,40,582.9665272,15.60867319,239,585.2133891,170.5509914,239,0,0,450,50.21288015,6,7387,1163.149747,6,0,0,358.1045752,93.77796939,1683,6969.860368,3557.027443,310,0,551,0,353,0,31,438,426.1111111,52.07354723,9,6266.333333,701.1843948,9,0,0,324,0,0,0,0,0,0,0,0,515.0793651,69.43040402,126,328.5952381,129.4976361,23,0,95,0,3,1,4,0,541.6764706,19.01349457,34,360.6176471,96.74618543,34,0,551,6.708203933,4,442.75,103.1537081,0,4,0,511.6375,77.81504414,80,330.2,108.5365607,11,0,63,0,1,0,5,0,0,0,0,0,0,0,0,17509.87879,5612.297611,33,11054.27273,3417.271659,33,11036.9554,6574.888806,426,7886.032864,4690.861202,168,236,1,21,17021.58333,4530.230917,24,10710.875,2901.201422,24,324,1,0,1,0,1
987.3611111,15.60475849,36,423.6388889,85.56581378,33,3,0,867.98,163.1158778,200,448.01,280.5351491,65,1,121,0,0,9,0,4,0,969.5555556,35.69659527,27,426.4074074,114.7135754,27,0,584.1927273,7.120976811,275,631.3818182,147.1177995,141,134,0,524.5011226,93.49575928,2227,571.4867535,323.1516042,489,0,1451,0,0,230,0,5,52,581.0681818,17.8538652,264,586.5984848,165.0642373,264,0,0,423.1,73.3190971,10,7132.6,1192.063941,10,0,0,351.3214863,96.24990212,1857,7103.10447,3652.134055,332,0,599,0,396,0,100,430,405.6428571,73.90303217,14,6779.857143,996.4514795,14,0,0,324,0,0,0,0,0,0,0,0,509.2171429,84.33117534,175,332.9371429,149.615895,28,0,133,0,4,2,8,0,544.0789474,15.45686967,38,415.4210526,143.2746041,38,0,539.8387097,20.34555793,31,381.8064516,115.8094707,21,10,0,511.5632184,61.40728946,174,335.0057471,153.1899691,30,0,137,0,5,0,2,0,0,0,0,0,0,0,0,16990.85,6711.406025,20,11000.85,4428.921057,20,10662.83803,6210.208904,426,7613.077465,4112.930435,176,241,2,7,17767.19565,6545.763856,46,11086.76087,4122.262798,46,324,1,0,1,0,1
983.5151515,10.01853196,33,434.6666667,73.22222989,33,0,0,875.1343284,155.3642706,201,401.9701493,123.3037713,64,0,127,0,0,5,0,5,0,972.037037,50.77144246,27,427.6296296,75.35601829,26,1,582.0798611,7.125161595,288,636.5208333,141.3085409,164,123,1,528.0421558,93.18971615,1874,646.7972252,351.5878367,344,0,1249,0,0,228,0,3,50,582.9425676,15.40665261,296,585.6216216,156.6151422,296,0,0,429.5,89.63676701,4,6640.25,2759.482413,4,0,0,363.3555957,94.64919345,1662,6955.590854,3470.651235,315,0,635,0,275,2,32,403,398.6666667,74.2190826,24,6813.416667,961.8954775,24,0,0,324,0,0,0,0,0,0,0,0,498.1171875,94.31824627,128,301.0546875,107.0044763,27,0,87,0,1,2,11,0,543.3,16.60301178,40,340.275,101.7312606,40,0,542.975,18.5060632,40,373.55,110.8101868,36,4,0,500.8515625,72.29195255,128,350.640625,220.1777597,29,0,93,0,4,0,2,0,0,0,0,0,0,0,0,15744.825,5586.694496,40,10225.6,3552.071542,40,11253.3251,7239.48091,486,8077.845679,5227.45525,194,269,2,21,19094.36364,6667.238849,22,11663.63636,3950.586591,22,324,1,0,1,0,1
976.65,12.73685597,20,458.8,97.94467826,18,2,0,880.4265403,158.9443792,211,399.3554502,214.232393,58,0,130,0,0,15,1,6,1,968.6923077,38.51350336,26,421.3846154,81.89161548,26,0,584.5947137,7.315638206,227,639.5991189,152.3318098,109,118,0,534.8949333,90.555201,1875,588.6186667,287.5233188,359,0,1326,0,0,140,1,3,46,579.4929078,17.42282739,282,565.9609929,146.0234676,282,0,0,384,8.640987598,3,7071,555.1774491,3,0,0,358.8173811,94.4372839,1703,6750.318849,3233.136124,298,0,644,0,313,1,32,415,392.3333333,78.66864404,15,7425.866667,1039.215593,15,0,0,324,537.68,16.44802724,25,354.24,96.98341301,21,4,0,505.807947,77.82240907,151,346.4370861,180.7663076,30,0,111,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527.0296296,52.82577103,135,322.2962963,111.2932778,21,0,109,0,2,0,3,0,542.5769231,17.42715184,26,353.6923077,74.24738754,26,0,17199.2,5095.680356,30,10883.2,3173.253193,30,10571.66585,6980.201279,407,7575.840295,4933.829587,167,224,1,15,14503.85714,6028.842401,21,9775.761905,3835.410289,21,324,1,0,1,0,1
985.2631579,7.278968299,38,435.8684211,68.82822671,36,2,0,875.1617647,150.4048403,204,413.5245098,242.7547871,66,0,118,0,0,9,3,8,0,972.1111111,34.37196676,18,441.5,80.10773995,18,0,585.4570136,6.361237831,221,639.8868778,161.5659535,113,108,0,533.3483572,90.13216662,2374,634.5168492,395.6438382,494,0,1600,0,0,218,0,5,57,582.5753425,15.31175375,292,584.3561644,160.6611656,292,0,0,393.7777778,91.75544522,9,7602.222222,2235.0805,8,1,0,355.0867085,97.41930948,1753,7021.425556,3725.373967,321,0,592,0,396,0,30,414,360.5625,69.72442968,16,6569.4375,1081.905031,9,0,7,324,541.7647059,15.35282849,34,381.6470588,161.670304,22,12,0,503.8627451,77.25880104,102,369.5,208.7205069,19,0,77,0,4,0,2,0,0,0,0,0,0,0,0,526.5,11.5,2,573,4,0,2,0,507.4842767,78.78390598,159,337.9371069,176.6337463,31,0,115,0,8,0,5,0,541.7272727,15.81191098,22,318.7727273,84.13297474,22,0,16373,5371.475589,16,10464.5625,3434.91268,16,10672.5603,6482.510967,398,7737.349246,4538.018416,181,203,2,12,16169.85714,7637.655697,28,10336.07143,4871.262589,28,324,1,0,1,0,1
993.137931,12.07369366,29,440.862069,90.47107526,29,0,0,916.5204082,127.3887854,196,419.5969388,225.0078815,55,0,133,0,0,3,1,3,1,988.4166667,15.62027706,24,407.8333333,78.66896183,23,1,589.504,7.207356242,250,636.804,149.5858469,132,118,0,533.3388175,94.8641451,1945,641.2575835,394.4671131,395,0,1329,0,0,165,1,2,53,582.4232082,16.71151758,293,590.3856655,149.7994953,293,0,0,421.8461538,65.93918661,13,6785.846154,868.5548427,13,0,0,358.5861678,97.72598064,1764,6739.069728,3539.949155,349,0,626,0,285,0,36,468,402.875,68.39548749,24,6693.208333,844.5546153,24,0,0,324,0,0,0,0,0,0,0,0,492.6040268,86.30870291,149,327.9597315,152.5112771,48,0,91,0,4,2,4,0,537.35,20.80450672,40,369,143.8834598,40,0,550.1034483,12.82601029,29,351.6206897,120.8282948,22,7,0,506.0155039,81.29666073,129,332.1782946,163.2538542,24,1,95,0,3,0,6,0,0,0,0,0,0,0,0,12598.52941,7065.448407,17,7684.470588,4076.204234,17,9921.6375,6691.414294,480,6980.71875,4592.416876,156,315,2,7,15575.14286,8413.754452,14,9967.071429,5616.804855,14,324,1,0,1,0,1
994.6666667,5.792715732,36,478.5,116.1267268,34,2,0,864.3493976,152.3348748,166,414.2891566,182.7119354,60,0,92,0,0,9,0,5,0,986.5416667,21.21316252,24,384.3333333,70.3921555,24,0,588.8390805,6.672193508,261,644.5785441,135.6999118,130,131,0,521.8708333,94.38364128,2160,643.6583333,338.4759496,512,0,1344,0,0,252,0,1,51,582.1357466,15.39582238,221,576.1674208,163.7371639,220,0,1,410.5,68.1560709,6,5684.333333,1039.119606,6,0,0,358.7481618,93.20780302,1632,6619.220588,3443.384198,362,0,557,0,282,1,38,392,406.4736842,78.05151364,19,6770.736842,924.2992135,17,0,2,324,551.7727273,9.45771363,22,319.6363636,98.9763725,20,2,0,506.0729927,73.87112817,137,337.7883212,135.8687339,28,1,100,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.6456693,103.3309436,127,306.1023622,109.8682701,32,0,77,0,5,3,10,0,543,17.1464282,26,392.2692308,177.7373944,26,0,17664.95652,8202.35283,23,11349.86957,5197.594956,23,9849.48642,6561.54785,405,6775.893827,4164.923226,158,238,0,9,20185.93333,6704.283382,15,12759.46667,4228.721002,15,324,1,0,1,0,1
988.2692308,7.522058292,26,419.2307692,88.96468949,22,3,1,882.4562212,158.0348768,217,413.8294931,238.6259311,64,0,139,0,0,10,0,4,0,962.4705882,43.09854324,34,421.5882353,87.05073492,34,0,584.8894231,8.727844679,208,618.6682692,161.1529987,99,109,0,533.1473684,81.91768316,1805,649.8055402,343.8312708,467,0,1141,0,0,136,0,2,59,578.5336134,18.41870978,238,583.2563025,125.307242,238,0,0,423.875,61.93633324,8,6551.375,620.5084483,8,0,0,353.9501188,97.9551615,1684,6892.347387,3551.021329,347,0,647,0,278,0,39,373,431,68.40808919,6,6180.666667,784.888881,6,0,0,323,535.4347826,22.52694249,23,386.6521739,124.0685675,17,6,0,488.54,81.36589212,150,353.86,171.546574,47,0,91,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.704918,80.59407379,122,321.8360656,141.8562168,31,0,79,0,6,0,6,0,537.7037037,20.01076528,27,351.4444444,75.89921843,27,0,17039.69231,6677.269466,26,10678.88462,4176.437895,26,10853.80412,7140.099807,485,7735.554639,4898.847301,197,277,1,10,15909.54545,5994.638967,22,9868.045455,3720.801899,22,323,1,0,1,0,1
992.1851852,9.253776154,27,424.4074074,63.91212675,26,1,0,850.9037433,160.4818324,187,420.5454545,226.7132086,65,0,100,0,0,17,1,2,2,982.8333333,24.03065172,18,450.7222222,95.97268451,18,0,587.1767241,9.353626051,232,614.1077586,137.1015906,101,131,0,526.8982544,94.04722442,2005,659.7446384,416.3942533,375,0,1296,0,0,275,2,3,54,581.5291829,16.86176703,257,571.8249027,144.6966385,257,0,0,378.4,65.76807736,5,6592,430.2594566,5,0,0,362.3200549,94.6444215,1456,6864.559753,3481.630034,259,1,528,0,262,6,26,374,420.4166667,55.07866849,24,6872.666667,940.5706896,24,0,0,323,0,0,0,0,0,0,0,0,494.0466667,82.25775235,150,323.4866667,191.6319645,43,0,93,0,5,0,9,0,545.9666667,13.69058882,30,333,69.77392063,30,0,545.2727273,15.96923696,22,330.3181818,70.89004698,17,5,0,473.6589147,94.0392872,129,324.7131783,189.091061,40,1,71,0,7,0,10,0,0,0,0,0,0,0,0,14932.05,5776.36444,20,9575.1,3678.842724,20,10530.85466,6348.54255,461,7373.260304,4202.289619,171,269,0,21,18560.75,5712.002136,28,11739.67857,3384.905581,28,323,1,0,1,0,1
991.1290323,8.683473125,31,396.6774194,75.39461224,31,0,0,862.7810651,163.1324452,169,384.3727811,176.0868787,62,0,97,0,0,4,0,6,0,972.173913,37.05771313,23,460.2608696,88.44512786,23,0,588.7609562,6.699484838,251,640.9800797,145.553688,139,112,0,531.8185053,92.99427419,1686,599.0682088,340.8028665,354,0,1112,0,0,159,0,4,57,579.6742671,13.48076525,307,578.9055375,135.9380998,307,0,0,498.6666667,1.885618083,3,6604.333333,865.4945921,3,0,0,357.8051429,96.90497423,1750,7384.587429,3882.845179,329,1,617,0,307,0,37,459,416.2,75.27522833,20,7114,976.435661,20,0,0,323,551.5151515,8.341648744,33,381.7272727,106.9203251,23,10,0,512.1655629,69.6512058,151,335.192053,152.9431663,32,0,109,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.326087,84.02313027,138,326.057971,143.7574834,31,0,90,0,9,3,5,0,535.8333333,21.45343795,36,339.4166667,93.1377042,36,0,15982.73913,7794.063941,23,9715.304348,4529.47428,23,11046.69114,7337.366524,395,7813.886076,4808.109277,165,213,2,15,16255.61111,5749.828579,18,10436.61111,3534.07002,18,323,1,0,1,0,1
985.1666667,8.896004097,18,385.9444444,79.96351406,18,0,0,878.6614583,163.8941636,192,401.6197917,154.4952677,50,0,118,0,0,19,1,4,0,978.03125,41.79823888,32,450.75,98.50920008,32,0,585.71875,7.997008718,256,636.0078125,155.9301224,146,110,0,537.8543347,84.46779814,1984,650.8734879,339.5480625,463,0,1348,0,0,124,0,3,46,580.5330739,17.22227868,257,597.1789883,138.3098896,257,0,0,464,39.79949748,4,6721.75,592.4758961,4,0,0,362.9568047,97.90210014,1690,7004.959763,3379.241613,297,0,603,0,311,0,41,438,387.7857143,56.33088289,14,6737.642857,983.844907,14,0,0,323,538.9444444,20.1314354,36,386.0833333,159.7665615,27,9,0,509.28125,69.78038513,160,359.275,165.4162911,36,1,116,0,2,0,5,0,0,0,0,0,0,0,0,537,9,2,377.5,29.5,0,2,0,471.0980392,121.3385457,153,289.5620915,124.1025209,36,0,95,0,6,1,15,0,542.6129032,20.17772234,31,369.1612903,126.7647292,31,0,14975.27778,5855.724975,18,9251.944444,3772.979142,18,10424.74014,6719.328383,431,7385.329466,4500.756055,185,239,0,7,16274.4,7225.58764,20,10347.05,4527.814213,20,323,1,0,1,0,1
